101.81.133.jja,2017-06-30,00:00:00:,0.0,1608552.0,0001047469-17-004337,-index.html,200.0,80251.0,1.0,0.0,0.0,9.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1027281.0,0000898430-02-001167,-index.html,200.0,2825.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-003827,-index.html,200.0,3021.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-005350,-index.html,200.0,2952.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1136894.0,0000905148-07-003547,-index.html,200.0,3061.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,841535.0,0000841535-10-000003,-index.html,200.0,2768.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0001144204-06-000003,-index.html,200.0,2772.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036568,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036968,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036608,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-036768,-index.html,200.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000905148-06-032568,-index.html,440.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372211.0,0000903148-06-036768,-index.html,499.0,2348.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1376211.0,0000905148-06-036568,-index.html,300.0,2148.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1378211.0,0000902148-06-016568,-index.html,408.0,2944.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1372611.0,0000905148-06-033568,-index.html,560.0,2948.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1342211.0,0000909148-06-031568,-index.html,430.0,2968.0,1.0,0.0,0.0,10.0,0.0,
107.23.85.jfd,2017-06-30,00:00:00,0.0,1444211.0,0000905108-06-036168,-index.html,400.0,2988.0,1.0,0.0,0.0,10.0,0.0